precision	recall	f1	filter_by_graph	filter_by_cys_pair	prob_threshold	node_num_threshold	repeat
0.2121590347661024	0.8951670415272368	0.3430205059752162	False	False	0.1	0	0
0.46393448240413937	0.7427176477042076	0.5711212351303468	True	False	0.1	0	0
0.46393448240413937	0.7427176477042076	0.5711212351303468	True	True	0.1	0	0
0.2121590347661024	0.8951670415272368	0.3430205059752162	False	False	0.1	1	0
0.4580047770179629	0.7678973064896594	0.573782587309395	True	False	0.1	1	0
0.45881424484561506	0.7654287124910857	0.5737253289473684	True	True	0.1	1	0
0.2121590347661024	0.8951670415272368	0.3430205059752162	False	False	0.1	2	0
0.450129656568212	0.780843710571068	0.5710617640568896	True	False	0.1	2	0
0.4510171646535283	0.7783751165724944	0.5711123186218278	True	True	0.1	2	0
0.2121590347661024	0.8951670415272368	0.3430205059752162	False	False	0.1	3	0
0.4408274929300381	0.7867134785232323	0.5650400898327456	True	False	0.1	3	0
0.4417979610750695	0.7845191727467222	0.5652680883021404	True	True	0.1	3	0
0.2121590347661024	0.8951670415272368	0.3430205059752162	False	False	0.1	4	0
0.41274394016084587	0.8052005046903286	0.5457418527262925	True	False	0.1	4	0
0.4145940739901422	0.8028964836249931	0.5468233360109095	True	True	0.1	4	0
0.2121590347661024	0.8951670415272368	0.3430205059752162	False	False	0.1	5	0
0.3781676908232187	0.8169948982390696	0.5170193192272309	True	False	0.1	5	0
0.38003381494005534	0.8138131548631302	0.5181175237928928	True	True	0.1	5	0
0.29677626242619737	0.8630753195457787	0.4416776620532832	False	False	0.2	0	0
0.5466822762052097	0.7172637006966921	0.620462202818773	True	False	0.2	0	0
0.5466822762052097	0.7172637006966921	0.620462202818773	True	True	0.2	0	0
0.29677626242619737	0.8630753195457787	0.4416776620532832	False	False	0.2	1	0
0.5332450434308418	0.7510011520105326	0.6236617921734773	True	False	0.2	1	0
0.5351631523147603	0.7476548357013549	0.6238099597217137	True	True	0.2	1	0
0.29677626242619737	0.8630753195457787	0.4416776620532832	False	False	0.2	2	0
0.5203618225134008	0.7668550112458171	0.6200075399729448	True	False	0.2	2	0
0.5223365117501314	0.7632892643589885	0.6202331334834066	True	True	0.2	2	0
0.29677626242619737	0.8630753195457787	0.4416776620532832	False	False	0.2	3	0
0.5077852493796973	0.7746447967524275	0.6134497588948261	True	False	0.2	3	0
0.5101781632134693	0.7712984804432498	0.6141347077836988	True	True	0.2	3	0
0.29677626242619737	0.8630753195457787	0.4416776620532832	False	False	0.2	4	0
0.47335361664540193	0.793735257008064	0.5930404131486188	True	False	0.2	4	0
0.47730057286665123	0.7907180865653629	0.5952754604774098	True	True	0.2	4	0
0.29677626242619737	0.8630753195457787	0.4416776620532832	False	False	0.2	5	0
0.4359210058118847	0.8064622305118219	0.565934594729852	True	False	0.2	5	0
0.43979671618451915	0.8022930495364529	0.5681487092826759	True	True	0.2	5	0
0.3613956238911886	0.8381150913379779	0.5050244611926483	False	False	0.3	0	0
0.5952403437529512	0.6915354654671129	0.6397848098053646	True	False	0.3	0	0
0.5952403437529512	0.6915354654671129	0.6397848098053646	True	True	0.3	0	0
0.3613956238911886	0.8381150913379779	0.5050244611926483	False	False	0.3	1	0
0.576397300571033	0.7309232541554666	0.6445277542629095	True	False	0.3	1	0
0.5790370499825236	0.7270283614021614	0.6446481990417589	True	True	0.3	1	0
0.3613956238911886	0.8381150913379779	0.5050244611926483	False	False	0.3	2	0
0.5613587761144925	0.7488068462340227	0.6416735221530144	True	False	0.3	2	0
0.5645845462862846	0.7447473805474792	0.6422708456534595	True	True	0.3	2	0
0.3613956238911886	0.8381150913379779	0.5050244611926483	False	False	0.3	3	0
0.5476332182676665	0.7571452081847605	0.6355682446122675	True	False	0.3	3	0
0.5512743327312863	0.7534697460091063	0.6367049879473391	True	True	0.3	3	0
0.3613956238911886	0.8381150913379779	0.5050244611926483	False	False	0.3	4	0
0.5154229942823847	0.7764002413736354	0.6195499912449659	True	False	0.3	4	0
0.5203693444136658	0.7728893521312195	0.6219759844605334	True	True	0.3	4	0
0.3613956238911886	0.8381150913379779	0.5050244611926483	False	False	0.3	5	0
0.47884743504330446	0.7885786384332657	0.5958672718605567	True	False	0.3	5	0
0.4842479674796748	0.7841900268802457	0.5987559948899454	True	True	0.3	5	0
0.41761363636363635	0.8144714465960832	0.5521280749707145	False	False	0.4	0	0
0.6341603551841212	0.6660266608151846	0.6497030020870124	True	False	0.4	0	0
0.6341603551841212	0.6660266608151846	0.6497030020870124	True	True	0.4	0	0
0.41761363636363635	0.8144714465960832	0.5521280749707145	False	False	0.4	1	0
0.6105064782096584	0.7108453563004005	0.6568662239570132	True	False	0.4	1	0
0.6135486637130199	0.7065116023917933	0.6567567567567568	True	True	0.4	1	0
0.41761363636363635	0.8144714465960832	0.5521280749707145	False	False	0.4	2	0
0.5938780965959722	0.7311975423775303	0.6554225161655152	True	False	0.4	2	0
0.5976269963006406	0.726699215535685	0.6558732516400546	True	True	0.4	2	0
0.41761363636363635	0.8144714465960832	0.5521280749707145	False	False	0.4	3	0
0.5811322378043534	0.7410719183718251	0.6514285714285715	True	False	0.4	3	0
0.5850239442751415	0.7371770256185199	0.652345930726474	True	True	0.4	3	0
0.41761363636363635	0.8144714465960832	0.5521280749707145	False	False	0.4	4	0
0.552954336622588	0.7592846563168577	0.6398982894128525	True	False	0.4	4	0
0.55832623768398	0.7553897635635526	0.6420777767415835	True	True	0.4	4	0
0.41761363636363635	0.8144714465960832	0.5521280749707145	False	False	0.4	5	0
