precision	recall	f1	filter_by_graph	filter_by_cys_pair	prob_threshold	node_num_threshold	repeat
0.3735076610759341	0.8478248943990345	0.5185632559934236	False	False	0.1	0	0
0.5948315431928761	0.7109002139448132	0.6477071098338124	True	False	0.1	0	0
0.5948315431928761	0.7109002139448132	0.6477071098338124	True	True	0.1	0	0
0.3735076610759341	0.8478248943990345	0.5185632559934236	False	False	0.1	1	0
0.5782358905035485	0.7508914367217072	0.6533495620629579	True	False	0.1	1	0
0.5787033097932442	0.7462285369466235	0.6518749251227985	True	True	0.1	1	0
0.3735076610759341	0.8478248943990345	0.5185632559934236	False	False	0.1	2	0
0.5623717768212719	0.7669098688902298	0.648904567396955	True	False	0.1	2	0
0.5637534945909809	0.7632892643589885	0.6485201584712188	True	True	0.1	2	0
0.3735076610759341	0.8478248943990345	0.5185632559934236	False	False	0.1	3	0
0.5474478093534969	0.7725053486203303	0.6407899526756461	True	False	0.1	3	0
0.549465188261568	0.7693236052443908	0.6410678368988847	True	True	0.1	3	0
0.3735076610759341	0.8478248943990345	0.5185632559934236	False	False	0.1	4	0
0.5168121333524109	0.7925832464753964	0.625657681065281	True	False	0.1	4	0
0.5195433855935265	0.7889626419441549	0.6265165210951624	True	True	0.1	4	0
0.3735076610759341	0.8478248943990345	0.5185632559934236	False	False	0.1	5	0
0.4854497793410094	0.8025673377585166	0.6049704337757928	True	False	0.1	5	0
0.4885078683354025	0.7986724450052115	0.6062208527648234	True	True	0.1	5	0
0.4758671024656491	0.8226452356135827	0.6029512283382252	False	False	0.2	0	0
0.6655426765015806	0.6929617642218443	0.678975516676073	True	False	0.2	0	0
0.6655426765015806	0.6929617642218443	0.678975516676073	True	True	0.2	0	0
0.4758671024656491	0.8226452356135827	0.6029512283382252	False	False	0.2	1	0
0.6441497510532364	0.7381096055735367	0.6879361914257229	True	False	0.2	1	0
0.645223606684053	0.7328981293543255	0.6862719917811738	True	True	0.2	1	0
0.4758671024656491	0.8226452356135827	0.6029512283382252	False	False	0.2	2	0
0.6284709535988309	0.7548960447638379	0.6859065420560748	True	False	0.2	2	0
0.6302265610609689	0.7507817214328817	0.6852422080360496	True	True	0.2	2	0
0.4758671024656491	0.8226452356135827	0.6029512283382252	False	False	0.2	3	0
0.6153846153846154	0.760546382138351	0.6803081603611562	True	False	0.2	3	0
0.6174562698519215	0.7571452081847605	0.6802030456852792	True	True	0.2	3	0
0.4758671024656491	0.8226452356135827	0.6029512283382252	False	False	0.2	4	0
0.5881841156730331	0.7788139777277964	0.670207241656045	True	False	0.2	4	0
0.5908159424532642	0.774973942618904	0.6704793545325107	True	True	0.2	4	0
0.4758671024656491	0.8226452356135827	0.6029512283382252	False	False	0.2	5	0
0.5607392646426758	0.7872620549673597	0.6549678243804482	True	False	0.2	5	0
0.5634347500098654	0.783257446925229	0.6554050952490246	True	True	0.2	5	0
0.53442088091354	0.8087113939327445	0.6435587375038198	False	False	0.3	0	0
