precision	recall	f1	filter_by_graph	filter_by_cys_pair	prob_threshold	node_num_threshold	repeat
0.2665820531416892	0.8872126830873882	0.40997756568690824	False	False	0.1	0	0
0.5424688561721405	0.7357507268637885	0.6244965427327545	True	False	0.1	0	0
0.5424688561721405	0.7357507268637885	0.6244965427327545	True	True	0.1	0	0
0.2665820531416892	0.8872126830873882	0.40997756568690824	False	False	0.1	1	0
0.5313709126773386	0.7684458829337868	0.6282882195958827	True	False	0.1	1	0
0.531152291619004	0.7641669866695924	0.6267011584748623	True	True	0.1	1	0
0.2665820531416892	0.8872126830873882	0.40997756568690824	False	False	0.1	2	0
0.5159512761020881	0.7807339952822426	0.6213083622552551	True	False	0.1	2	0
0.5163570127504554	0.7775522519063032	0.620591519078789	True	True	0.1	2	0
0.2665820531416892	0.8872126830873882	0.40997756568690824	False	False	0.1	3	0
0.5004539106145252	0.7862746173679303	0.6116196206447758	True	False	0.1	3	0
0.5012639561828524	0.7832025892808163	0.6112907024041447	True	True	0.1	3	0
0.2665820531416892	0.8872126830873882	0.40997756568690824	False	False	0.1	4	0
0.46162260141258826	0.8103022656207143	0.5881697095187847	True	False	0.1	4	0
0.4632195490615947	0.8069559493115366	0.5885765729718916	True	True	0.1	4	0
0.2665820531416892	0.8872126830873882	0.40997756568690824	False	False	0.1	5	0
0.4161116661116661	0.82259037796917	0.5526582511747904	True	False	0.1	5	0
0.4186157384037243	0.8188600581491031	0.5540111715255999	True	True	0.1	5	0
0.3814816628311218	0.8547918152394536	0.5275327972915785	False	False	0.2	0	0
0.6424248437344975	0.7104064951450985	0.6747075832964284	True	False	0.2	0	0
0.6424248437344975	0.7104064951450985	0.6747075832964284	True	True	0.2	0	0
0.3814816628311218	0.8547918152394536	0.5275327972915785	False	False	0.2	1	0
0.6186540198735321	0.7513851555214219	0.6785900071837302	True	False	0.2	1	0
0.6190974433627513	0.7465576828131	0.6768794608440475	True	True	0.2	1	0
0.3814816628311218	0.8547918152394536	0.5275327972915785	False	False	0.2	2	0
0.5958489601091033	0.7669647265346426	0.6706641402633535	True	False	0.2	2	0
0.5968364197530864	0.7637829831587032	0.6700676179704984	True	True	0.2	2	0
0.3814816628311218	0.8547918152394536	0.5275327972915785	False	False	0.2	3	0
0.5772094926350245	0.773876789730649	0.6612294640136868	True	False	0.2	3	0
0.5787067545304777	0.7708047616435351	0.6610835352513585	True	True	0.2	3	0
0.3814816628311218	0.8547918152394536	0.5275327972915785	False	False	0.2	4	0
0.5379479189850879	0.7955455592736848	0.6418660234138136	True	False	0.2	4	0
0.5400807597397742	0.7924186735421581	0.6423568649249584	True	True	0.2	4	0
0.3814816628311218	0.8547918152394536	0.5275327972915785	False	False	0.2	5	0
0.4937244110342976	0.8070656646003621	0.6126553813479918	True	False	0.2	5	0
0.49623907298231346	0.8034450600691206	0.6135349684770542	True	True	0.2	5	0
0.4605207387223736	0.8344396291623237	0.59349577635147	False	False	0.3	0	0
0.693129520052597	0.6940040594656866	0.6935665140758204	True	False	0.3	0	0
0.693129520052597	0.6940040594656866	0.6935665140758204	True	True	0.3	0	0
0.4605207387223736	0.8344396291623237	0.59349577635147	False	False	0.3	1	0
0.6645526057030482	0.7415107795271271	0.7009256138349451	True	False	0.3	1	0
0.6653945281522601	0.7364638762411542	0.6991277177450853	True	True	0.3	1	0
0.4605207387223736	0.8344396291623237	0.59349577635147	False	False	0.3	2	0
0.6407379936955312	0.7582423610730156	0.6945554131805733	True	False	0.3	2	0
0.6421637263138243	0.7547863294750123	0.6939351910225697	True	True	0.3	2	0
0.4605207387223736	0.8344396291623237	0.59349577635147	False	False	0.3	3	0
0.6247704367301232	0.7651544242690219	0.6878729595107758	True	False	0.3	3	0
0.6262790173540681	0.7621921114707334	0.6875835106646212	True	True	0.3	3	0
0.4605207387223736	0.8344396291623237	0.59349577635147	False	False	0.3	4	0
0.5895989458947541	0.7855066103461518	0.6735975538045397	True	False	0.3	4	0
0.5916030534351145	0.7822700093257996	0.6737060921739542	True	True	0.3	4	0
0.4605207387223736	0.8344396291623237	0.59349577635147	False	False	0.3	5	0
0.5504701956620658	0.7963684239398761	0.6509719513015404	True	False	0.3	5	0
0.5527201775193206	0.7925283888309836	0.6512498027813466	True	True	0.3	5	0
0.5171179312502172	0.8161720335728784	0.6331063829787235	False	False	0.4	0	0
0.728076379066478	0.6777113390751001	0.7019916470153706	True	False	0.4	0	0
0.728076379066478	0.6777113390751001	0.7019916470153706	True	True	0.4	0	0
0.5171179312502172	0.8161720335728784	0.6331063829787235	False	False	0.4	1	0
0.697376705141658	0.7291678095342586	0.712918018718657	True	False	0.4	1	0
0.6984219445032832	0.7235174721597455	0.7107482553283216	True	True	0.4	1	0
0.5171179312502172	0.8161720335728784	0.6331063829787235	False	False	0.4	2	0
0.6748165046617735	0.7464479675242746	0.7088271299455632	True	False	0.4	2	0
0.6766470058982306	0.742607932415382	0.7080946776513666	True	True	0.4	2	0
0.5171179312502172	0.8161720335728784	0.6331063829787235	False	False	0.4	3	0
0.661229792147806	0.7539086071644083	0.7045343859739062	True	False	0.4	3	0
0.6632089190499273	0.7505622908552306	0.7041869322422091	True	True	0.4	3	0
0.5171179312502172	0.8161720335728784	0.6331063829787235	False	False	0.4	4	0
0.6283877304996205	0.7720664874650283	0.6928567912174469	True	False	0.4	4	0
0.6305649336034211	0.7684458829337868	0.692710908911087	True	True	0.4	4	0
0.5171179312502172	0.8161720335728784	0.6331063829787235	False	False	0.4	5	0
0.5930730530955054	0.7824894399034505	0.6747398297067172	True	False	0.4	5	0
